0,939,0
1000,922,0
2000,1173,0
3000,1166,0
4000,1285,0
5000,1379,0
6000,1511,0
7000,1564,0
8000,1745,0
9000,1855,0
10000,1959,0
11000,2124,0
12000,2219,0
13000,2299,0
14000,2512,0
15000,2590,0
16000,2850,0
17000,2949,0
18000,3086,0
19000,3161,0
20000,3273,0
21000,3478,0
22000,3591,0
23000,3814,0
24000,4177,0
25000,3958,0
26000,4074,0
27000,4150,0
28000,4303,0
29000,4442,0
30000,4596,0
31000,4696,0
32000,4920,0
33000,5146,0
34000,5316,0
35000,5457,0
36000,5617,0
37000,5770,0
38000,5906,0
39000,5957,0
40000,6196,0
41000,6289,0
42000,6377,0
43000,6545,0
44000,6799,0
45000,6864,0
46000,6940,0
47000,7167,0
48000,7277,0
49000,7472,0
50000,7629,0
51000,7787,0
52000,7960,0
53000,8006,0
54000,8204,0
55000,8286,0
56000,8394,0
57000,8574,0
58000,8700,0
59000,8869,0
60000,9017,0
61000,9371,0
62000,9641,0
63000,9555,0
64000,9585,0
65000,9733,0
66000,10214,0
67000,10405,0
68000,10490,0
69000,10856,0
70000,10764,0
71000,10888,0
72000,11000,0
73000,11216,0
74000,11301,0
75000,11376,0
76000,11525,0
77000,11694,0
78000,11770,0
79000,11888,0
80000,11979,0
81000,12214,0
82000,12337,0
83000,12408,0
84000,12567,0
85000,12635,0
86000,12775,0
87000,12874,0
88000,13058,0
89000,13184,0
90000,13412,0
91000,13454,0
92000,13574,0
93000,13756,0
94000,13878,0
95000,14109,0
96000,14287,0
97000,14295,0
98000,14531,0
99000,14571,0
100000,14767,0
101000,14894,0
102000,15067,0
103000,15276,0
104000,15400,0
105000,15518,0
106000,15680,0
107000,15714,0
108000,15898,0
109000,16014,0
110000,16128,0
111000,16334,0
112000,16340,0
113000,16449,0
114000,16615,0
115000,16829,0
116000,17013,0
117000,17034,0
118000,17123,0
119000,17352,0
120000,17407,0
121000,17654,0
122000,17696,0
123000,17777,0
124000,17902,0
125000,18178,0
126000,18293,0
127000,18579,0
128000,18387,0
129000,18493,0
130000,18818,0
131000,19728,0
132000,19777,0
133000,19953,0
134000,20178,0
135000,20182,0
136000,20423,0
137000,20515,0
138000,20692,0
139000,20851,0
140000,20936,0
141000,21072,0
142000,21276,0
143000,21482,0
144000,21611,0
145000,21652,0
146000,21801,0
147000,22002,0
148000,22094,0
149000,22202,0
150000,22034,0
